1072023	Beige Nitty
4000015	Horny Mushroom Cap
1002005	Iron Burgernet Helm
1041008	Green Able Armor
1061006	Green Able Armor Skirt
1072073	Yellow Windshoes
1050006	Red Kendo Robe
1462004	Eagle Crow
1060002	Blue Jean Shorts
1082000	Steel Fingerless Gloves
1002038	Brown Jester
1302004	Cutlus
1052104	Brown Turk Gally
4000350	Wooden Hammer
1002619	Brown Pitz Bandana
4000351	Scorpion Sting
2330001	Split Bullet
2043114	Scroll for One-Handed Axe for Accuracy 10%
2012002	Sap of Ancient Tree
2044202	Scroll for Two-handed BW for ATT
1051003	Brown Doroness Robe
1041028	Purple Shivermail
1061026	Purple Shivermail Skirt
1072085	Red Lappy Boots
1002097	Yellow Starry Bandana
1472009	Mithril Guards
1472012	Silver Guardian
2070009	Wooden Top
4000215	Axe
1002616	Brown Double Marine
2044012	Scroll for Two-Handed Sword for Accuracy 60%
4000034	Jr. Necki Skin
2010003	Orange
1332008	Coconut Knife
1072069	Red Jack Boots
1002027	Steel Sharp Helm
1041031	Purple Split
1041021	Brown Lamelle
1061018	Brown Ramel Skirt
2048003	Scroll for Pet Equip. for Jump
1482002	Double Tail Knuckler
2040617	Scroll for Bottomwear for Jump 100%
2049100	Chaos Scroll 60%
2020014	Sunrise Dew
2040001	Scroll for Helmet for DEF
2040301	Scroll for Earring for INT
2040401	Scroll for Topwear for DEF
2043201	Scroll for One-Handed BW for ATT
2041016	Scroll for Cape for INT
2043801	Scroll for Staff for Magic Att.
2044001	Scroll for Two-handed Sword for ATT
2070000	Subi Throwing-Stars
1002159	Black Hunter
1040041	Dark Master Sergeant
1051005	Red Doroness Robe
1041033	Red Bennis Chainmail
1041060	Gold Sneak
1082028	Dark Mesana
2040302	Scroll for Earring for INT
2043702	Scroll for Wand for Magic Att.
2044902	Scroll for Gun for ATT
2040418	Scroll for Topwear for STR 60%
2040928	Scroll for Shield for HP 10%
2044414	Scroll for Pole-Arm for Accuracy 10%
4000009	Blue Mushroom Cap
1051000	Steel Fitted Mail
1002127	Red Loosecap
1040012	Blue Sergeant
1060010	Steel Sergeant Kilt
1072020	Purple Jewelry Boots
2000002	White Potion
1072011	Mithril War Boots
1332001	Halfmoon Zamadar
1002178	Green Burgler
4000007	Evil Eye Tail
2002001	Speed Potion
2044402	Scroll for Pole Arm for ATT
1061056	Gold Sneak Pants
1002047	Great Red Helmet
1032008	Cat's Eye
1050026	White Wizard Robe
1051012	Blue Engrit
1041032	Green Bennis Chainmail
1062006	Bennis Chainpants
1040021	Red Hwarang Shirt
1041007	Green Avelin
1422001	Mithril Maul
1060071	Khaki Shadow Pants
2040823	Scroll for Gloves for HP 100%
2044010	Scroll for Two-Handed Sword for Accuracy 100%
4000008	Charm of the Undead
2002000	Dexterity Potion
2044302	Scroll for Spear for ATT
1032000	Weighted Earrings
1452001	Hunter's Bow
1412002	Iron Axe
1002158	Green Hunter
1040048	Brown Sneak
1060038	Brown Sneak Pants
1372003	Mithril Wand
1060018	Red Martial Arts Pants
1040026	Green Hwarang Shirt
1040009	Steel Corporal
1050030	Blue Chaos Robe
1050031	White Chaos Robe
1432003	Nakamaki
1002035	Pink Jester
1312007	Blue Counter
4000020	Wild Boar Tooth
1041013	Green Shivermail
1061024	Green Shivermail Skirt
1032002	Sapphire Earrings
1002064	Bronze Pride
1072039	Mithril Battle Grieves
1072033	Iron Chain Boots
1402006	Lionheart
1040079	Brown Piette
1060069	Brown Piette Pants
1002151	Brown Guiltian
1060050	Blue Knucklevest Pants
1452005	Ryden
1002166	Red Distinction
1412005	Sabretooth
4000097	Spiderweb
4131000	One-Handed Sword Forging Manual
2002006	Warrior Pill
4004003	LUK Crystal Ore
2040900	Scroll for Shield for DEF
1332020	Korean Fan
1402010	Aluminum Baseball Bat
1302003	Eloon
1312003	Misthil Axe
1082017	Red Savata
1002020	Red Starry Bandana
1050023	Blue Doros Robe
2044114	Scroll for Two-Handed Axe for Accuracy 10%
4000098	Sticky Spiderweb
4131010	Bow Production Manual
2002007	Magic Pill
1061034	Purple Fairy Skirt
1041041	Purple Fairy Top
1082043	Silver Sylvia
1002162	Blue Hawkeye
1050028	Green Wizard Robe
1082042	Steel Sylvia
2040929	Scroll for Shield for STR 100%
2043112	Scroll for One-Handed Axe for Accuracy 60%
4000161	Sea Horse Tail
1322004	Fusion Mace
1041042	Green Fairy Top
1061035	Green Fairy Skirt
1032005	Red Cross Earrings
2043015	Scroll for One-Handed Sword for Accuracy 100%
4000163	Sea Horse Horn
1332013	Stinger
1041040	Blue Qi Pao
1061033	Blue Qi Pao Pants
1002146	Red Tiberian
1041050	Purple Steal
1061046	Purple Steal Pants
1040040	Silver Master Sergeant
1060060	Silver Master Sergeant Kilt
2040417	Scroll for Topwear for STR 100%
4000162	Flamboyant Scale Skin
1402000	Two-Handed Sword
1082026	Ocean Mesana
1041034	Blue Bennis Chainmail
1072051	Silver War Boots
1041051	Red Amoria Top
1061047	Red Amoria Skirt
2043110	Scroll for One-Handed Axe for Accuracy 100%
4000160	Needle
1072065	Red Enamel Boots
1002131	Green Loosecap
2040623	Scroll for Bottomwear for DEX 100%
4000164	Bubble Fish's Thoughts
1032007	Emerald Earrings
2040701	Scroll for Shoes for DEX
1002034	Blue Jester
1060030	Dark Master Sergeant Kilt
1050021	Blue Crusader Chainmail
1051007	Red Avenger
1002065	Steel Pride
4000196	Wooden Board
1002121	Brown Robin Hat
1002058	Mithril Viking Helm
2040901	Scroll for Shield for DEF
1040020	Blue Split Piece
1060014	Black Split Pants
1072053	Gold War Boots
1082006	Orihalcon Missel
2044312	Scroll for Spear for Accuracy 60%
2044805	Scroll for Knuckle for Accuracy 100%
4000197	Slate
2044301	Scroll for Spear for ATT
1302002	Viking Sword
1040042	Blue Pao
1060031	Blue Pao Bottom
1041023	Sky Shark
1061019	Sky Shark Skirt
1082049	Green Marker
1082051	Red Lutia
4000165	Flamboyant Petal
2044601	Scroll for Crossbow for ATT
4004000	Power Crystal Ore
1040072	Red Legolier
1060061	Red Legolier Pants
1412000	Two-Handed Axe
1002160	Brown Hunter
1412006	Blue Axe
4000042	Stirge Wing
2010004	Lemon
1060009	Steel Corporal Pants
1040043	Red Pao
1060032	Red Pao Bottom
1041039	Pink Qi Pao
1061041	Purple Qi Pao Skirt
2048004	Scroll for Pet Equip. for Jump
2040024	Scroll for Helmet for INT 100%
4000063	Sentinel Shellpiece
1382018	Petal Staff
1312005	Fireman's Axe
1002137	Green Pole-Feather Hat
1040061	Green Knucklevest
2041005	Scroll for Cape for Weapon Def.
1082037	Bronze Wolfskin
1002622	White Oceania Cap
2040620	Scroll for Bottomwear for HP 100%
4000068	Fierry's Tentacle
2050000	Antidote
2050001	Eyedrop
2050002	Tonic
2050003	Holy Water
2050004	All Cure Potion
2381033	Fairy Card
4000106	Teddy's Cotton
4131003	Two-Handed Sword Forging Manual
1462000	Mountain Crossbow
1322014	War Hammer
1040058	Dark Silver Stealer
1060044	Dark Silver Stealer Pants
1072101	Blue Silky Boots
1052107	Brown Pollard
4000166	Shrimp Meat
1082046	Steel Arbion
1050002	Blood Chaos Robe
1072103	Red Silky Boots
1041052	Blue Amoria Top
1061048	Blue Amoria Skirt
1082189	Yellow Tartis
2040422	Scroll for Topwear for HP 10%
2040530	Scroll for Overall for STR 100%
4000334	Empty Sack
2044701	Scroll for Claw for ATT
1040000	Yellow Jangoon Armor
1060075	Brown Jangoon Pants
1002156	Red Hunter
4130005	Two-Handed Sword Forging Stimulator
4130009	Pole Arm Forging Stimulator
4000335	Kiyo's Beek
1472011	Bronze Guardian
1002181	Red Pilfer
1050022	Dark Crusader Chainmail
1082069	Mithril Scaler
1072294	Brown Paulie Boots
1332014	Gephart
4000032	Ligator Skin
1051013	Yellow Engrit
1072112	Mithril Trigger
1092012	Steel Tower Shield
4130002	One-Handed Sword Forging Stimulator
4130008	Spear Forging Stimulator
4130010	Wand Production Stimulator
4000107	Teddy's Yellow Ribbon
4131001	One-Handed Axe Forging Manual
2002009	Dexterity Pill
2041017	Scroll for Cape for INT
1041055	Black Huntress Armor
1061051	Black Huntress Pants
1082007	Bronze Missel
1072077	White Magicshoes
1082035	Yellow Briggon
1072090	Red Salt Shoes
1472014	Steel Avarice
4000095	Rat Trap
4131002	One-Handed Blunt Weapon Forging Manual
2044401	Scroll for Pole Arm for ATT
1002173	Green Guise
1072035	Silver Chain Boots
1040029	Blue Dragon
1060020	White Martial Arts Shorts
1312006	Dankke
1322016	Jacker
4130003	One-Handed Axe Forging Stimulator
4130004	One-Handed Blunt Weapon Forging Stimulator
4130011	Staff Production Stimulator
4000353	Gelatin
2044410	Scroll for Pole-Arm for Accuracy 100%
4130013	Crossbow Production Stimulator
4000352	Flaming Desert
4130001	Shoes Production Stimulator
4130006	Two-Handed Axe Forging Stimulator
2044502	Scroll for Bow for ATT
1060016	Black Martial Arts Pants
1002180	Dark Burgler
1060052	Black Knucklevest Pants
1040063	Black Knucklevest
1051025	Blue Moonlight
1002025	Red Duke
4000356	Flask
1072297	Brown Locote Shoes
2040324	Scroll for Earring for HP 100%
4130015	Claw Production Stimulator
1462005	Heckler
1002183	Green Pilfer
1002167	Blue Distinction
1040086	Blue Jangoon Armor
1041076	Dark Shadow
1061071	Dark Shadow Pants
1072000	Brown Jangoon Shoes
1032018	Pansy Earrings
1082082	Blue Pennance
1072129	Green Goni Shoes
1082010	Mithril Brist
2044112	Scroll for Two-Handed Axe for Accuracy 60%
2044310	Scroll for Spear for Accuracy 100%
2044809	Scroll for Knuckle for Accuracy 10%
4130016	Knuckler Production Stimulator
2070001	Wolbi Throwing-Stars
4000024	Fire Boar's Tooth
1060019	Brown Martial Arts Pants
1082044	Gold Sylvia
1072079	Red Hunter Boots
1072091	Black Salt Shoes
1372012	Crystal Wand
4130017	Gun Production Stimulator
4000073	Solid Horn
1002174	Brown Guise
1072041	Blood Battle Grieves
1072002	Steel Trigger
1040073	Blue Legolier
1060062	Blue Legolier Pants
1050035	Brown Starlight
1002145	Dark Matty
4130007	Two-Handed Mace Forging Stimulator
1332012	Reef Claw
1072083	Brown Hunter Boots
1002172	Blue Guise
1472013	Dark Guardian
1072089	Purple Salt Shoes
1082070	Gold Scaler
1051016	Silver Fitted Mail
1050036	Red Starlight
1051024	Red Moonlight
1492004	Cold Mind
4130012	Bow Production Stimulator
2070003	Kumbi Throwing-Stars
1302017	Sky Blue Umbrella
1002037	Black Jester
1002163	Green Hawkeye
1040028	Blue Sky
1041053	Black Amoria Top
1061049	Black Amoria Skirt
1041066	Blue Legolia
1061061	Blue Legolia Pants
1082045	Gold Arbion
1322015	Heavy Hammer
1032011	Blue Moon
1002628	Red Misty
2044807	Scroll for Knuckle for Accuracy 60%
4000108	Panda Doll
4131009	Staff Production Manual
1072080	Blue Hunter Boots
1051006	Dark Avenger
1050039	Dark Starlight
1002153	Red Guiltian
1082025	Dark Knuckle
1072126	Maroon Jangoon Shoes
1072115	Blue Moon Shoes
1332031	Dragon Toenail
1482005	Silver Maiden
2040923	Scroll for Shield for LUK 100%
4000109	Toy Duckling
4003005	Soft Feather
1040070	Blue Hunter's Armor
1060059	Blue Hunter's Pants
1040060	Silver Black Stealer
1060046	Silver / Black Stealer Pants
1082053	Black Lutia
1082071	Aqua Brace
1332011	Bazlud
1052110	Blue Brace Look
4130000	Gloves Production Stimulator
4000096	Hard Walnut
2002010	Speed Pill
2040703	Scroll for Shoes for Jump
1041043	Blue Fairy Top
1061036	Blue Fairy Skirt
1040057	Dark Brown Stealer
1060043	Dark Brown Stealer Pants
1002136	Dark Pole-Feather Hat
1040076	Brown Legolier
1060065	Brown Legolier Pants
1051015	Blood Fitted Mail
1050037	Green Starlight
1082075	Red Cleave
1382019	Hall Staff
1082192	Brown Jeweled
1052113	Red Barbay
4130014	Dagger Forging Stimulator
4000103	Propeller
4131006	Spear Forging Manual
2043001	Scroll for One-Handed Sword for ATT
1072036	Gold Chain Boots
1072082	Black Hunter Boots
1072003	Emerald Battle Grieves
1002179	Brown Burgler
1051026	Dark Moonlight
1002168	Green Distinction
1060000	Black Jangoon Pants
1040081	White Piette
1060070	Blue Piette Pants
1051032	Blue Calaf
1002207	Red Sonata
1072132	Emerald Hildon Boots
1002212	Red Maro
1492005	Shooting Star
4000113	Clock Spring
4131011	Crossbow Production Manual
2070008	Snowball
1082048	Brown Marker
1072076	Blue Magicshoes
1002139	Red Pole-Feather Hat
1041069	Brown Legolia
1061064	Brown Legolia Pants
1082055	Blue Noel
1050038	Blue Starlight
1082024	Adamantium Knuckle
1072107	Black Red-Lined Shoes
4000168	Sunflower Seed
1041065	Red Legolia
1061060	Red Legolia Pants
1051008	Blue Avenger
1082072	Gold Brace
1082076	Gold Cleave
1072117	Dark Moon Shoes
1072127	Blue Jangoon Shoes
1082195	Brown Barbee
4000153	Snorkle
4131008	Wand Production Manual
2022040	Air Bubble
1002023	Jousting Helmet
1032010	Star Earrings
1072119	Yellow Pierre Shoes
1072110	Black Blue-Lines Shoes
1082063	Blue Arten
1002625	Blue Den Marine
4000026	Lupin Doll
2041010	Scroll for Cape for MP
4000029	Lupin's Banana
1040075	Dark Legolier
1060064	Dark Legolier Pants
1051014	Sapphire Fitted Mail
1072109	Black Yellow-Lined Shoes
1072116	Gold Moon Shoes
1092013	Mithril Tower Shield
1472017	Dark Avarice
1041094	Light Mantis
1072300	Brown Leather Krag
2043101	Scroll for One-Handed Axe for ATT
1002098	Gold Nordic Helm
1002154	Dark Guiltian
1002170	Dark Distinction
1002185	Dark Pilfer
1040085	Maroon Jangoon Armor
1041086	Black Jangoon Armor
1040080	Dark Piette
1041083	Dark Piettra
1040084	Dark Shadow
1082064	Dark Arten
1082073	Dark Brace
1082074	Dark Cleave
1072118	Red Pierre Shoes
1322027	Frying Pan
2040004	Scroll for Helmet for HP
2040504	Scroll for Overall Armor for DEF
2044201	Scroll for Two-handed BW for ATT
1032013	Red-Hearted Earrings
4000013	Curse Eye Tail
1492006	Lunar Shooter
2040005	Scroll for Helmet for HP
4000035	Tablecloth
2048002	Scroll for Pet Equip. for Speed
1452000	Battle Bow
1051010	Dark Engrit
1082056	Dark Noel
1082047	Orihalcon Arbion
1072114	Red Moon Shoes
1472016	Adamantium Avarice
2040027	Scroll for Helmet for DEX 100%
4000043	Lorang Claw
2043301	Scroll for Dagger for ATT
2048005	Scroll for Pet Equip. for Jump
1072113	Dark Trigger
1050000	White Crusader Chainmail
1092014	Adamantium Tower Shield
1072121	Blue Pierre Shoes
1060068	Dark Piette Pants 
1041074	Purple Shadow
1061069	Purple Shadow Pants
1482006	Neozard
2040423	Scroll for Topwear for LUK 100%
4000100	Plastic Crown
4131013	Claw Production Manual
1072105	Green White-Lined Boots
1452006	Red Viper
1442003	Axe Pole Arm
1002093	Blue Duke
1040083	Marine Shadow
1060072	Marine Shadow Pants
1041082	Brown Piettra
1061081	Brown Piettra Skirt
1050045	Blue Calas
4000167	Hard Needle
1041056	Red Huntress Armor
1061052	Red Huntress Pants
1002135	Brown Pole-Feather Hat
1082023	Iron Knuckle
1002184	Brown Pilfer
1482004	Prime Hands
2044212	Scroll for Two-Handed BW for Accuracy 60%
4000059	Star Pixie's Starpiece
2041012	Scroll for Cape for STR
1082050	Black Marker
1072106	Blue White-Lined Boots
1072102	Green Silky Boots
1002176	Red Burgler
1051027	Brown Moonlight
1302009	Traus
1452007	Vaulter 2000
1002152	Blue Guiltian
4000067	Jr. Boogie Horn
2382021	Jr. Boogie Card
4000099	Bloctopus Key Chain
2041023	Scroll for Cape for LUK
1072040	Silver Battle Grieves
1472010	Adamantium Guards
1051009	Purple Avenger
1442009	Crescent Polearm
1040082	Khaki Shadow
1462006	Silver Crow
4000104	Motor
4131007	Pole Arm Forging Manual
1072104	Red White-Lined Boots
1041084	Red Jangoon Armor
1061083	Red Jangoon Skirt
1041081	White Piettra
1061080	White Piettra Skirt
1002092	Yellow Duke
1082080	Dark Penance
1472018	Steel Slain
1462007	Rower
1402003	Lion's Fang
4000105	Plane Controller
4131005	Two-Handed Mace Forging Manual
4000110	Toy Trojan Sword
1002099	Mithril Nordic Helm
1051033	Red Calaf
4000115	Cog
1072032	Bronze Chain Boots
1002182	Blue Pilfer
1002155	White Guiltian
1060074	White Jangoon Pants
4000123	Worn-Out Goggle
1040069	Red Hunter's Armor
1060058	Red Hunter's Pants
1002036	Green Jester
1082008	Steel Briggon
1072120	Brown Pierre Shoes
2044110	Scroll for Two-Handed Axe for Accuracy 100%
4000116	Small Egg
1422008	Sledgehammer
1372000	Fairy Wand
1041085	Brown Jangoon Armor
1061084	Brown Jangoon Skirt
1082065	Blue Moon Gloves
1082083	Dark Willow
2043210	Scroll for One-Handed BW for Accuracy 100%
4000127	Toy Drum
4004004	Dark Crystal Ore
1302013	Red Whip
1402008	Broadsword
1041049	Blue Steal
1061045	Blue Steal Pants
1040074	Green Legolier
1060063	Green Legolier Pants
1002144	Brown Matty
4000154	Toy Baby Seal
1082054	Red Noel
1002177	Blue Burgler
1051023	Purple Moonlight
1072122	Brown Steel-Tip Boots
1072128	Blue Goni Shoes
1082009	Steel Brist
2041019	Scroll for Cape for DEX
1002045	Blue Bone Helm
1061062	Green Legolia Pants
1041067	Green Legolia
1060073	Dark Shadow Pants
1002213	Green Maro
1002085	Mithril Crusader Helm
1032012	Skull Earrings
1040096	Brown China
1060085	Brown China Pants
4000357	Piece of Steel
1052116	Green Plasteer
2330002	Mighty Bullet
1382001	Arc Staff
1041077	Maroon Moon
4000358	Hardened Piece of Steel
1372007	Cromi
1002215	Flame Golden Circlet
1040089	Umber Shouldermail
4000359	Piece of Mithril
1082198	Brown Royce
4000014	Drake Skull
