4000005	Dark Stump	West Domain of Perion
2040802	Vikerola	Fantasy Theme Park 3
1092003	Dark Stump	West Domain of Perion
1002039	Dark Stump	West Domain of Perion
1442000	Murupia	Snow-covered Field 2
1041061	Dark Stump	West Domain of Perion
1061057	Dark Stump	West Domain of Perion
1041018	Dark Stump	West Domain of Perion
1061013	Dark Stump	West Domain of Perion
1382000	Dark Stump	West Domain of Perion
1302006	Dark Stump	West Domain of Perion
1482000	Octobunny	Mysterious Path 2
1002613	Nospeed	Central Way 3
4000006	Octopus	Tree Dungeon, Forest Up North III
2043002	Sakura Cellion	Purple Plains 1
1422000	Octopus	Tree Dungeon, Forest Up North III
1092000	Octopus	Tree Dungeon, Forest Up North III
4010003	Stump	Perion Street Corner
1041026	Octopus	Tree Dungeon, Forest Up North III
1061022	Octopus	Tree Dungeon, Forest Up North III
1040037	Octopus	Tree Dungeon, Forest Up North III
1060027	Octopus	Tree Dungeon, Forest Up North III
4000018	Axe Stump	Deep Valley I
2043202	Biner	Central Way 2
1372001	Biner	Central Way 2
1072008	Biner	Central Way 2
4010005	Muru	Dangerous Forest
4020004	Red Snail	Adventurer Training Center 2
1312016	Biner	Central Way 2
1402001	Red Snail	Adventurer Training Center 2
1032003	Murukun	Dangerous Forest
1092007	Biner	Central Way 2
1040019	Axe Stump	Deep Valley I
1060015	Axe Stump	Deep Valley I
1041045	Axe Stump	Deep Valley I
1061038	Axe Stump	Deep Valley I
1002118	Axe Stump	Deep Valley I
1382004	Axe Stump	Deep Valley I
1402009	Biner	Central Way 2
1492001	Slimy	Ghost Ship 2
4000195	Ghost Stump	Deep Valley II
4020007	Murupia	Snow-covered Field 2
2040501	Fancy Amplifier 	7th Floor 8th Floor Area C
2040801	Fancy Amplifier 	7th Floor 8th Floor Area C
1041062	Ghost Stump	Deep Valley II
1061058	Ghost Stump	Deep Valley II
1050010	Ghost Stump	Deep Valley II
2048001	Rodeo	Muddy Banks 2
1041029	Ghost Stump	Deep Valley II
1061027	Ghost Stump	Deep Valley II
1072046	Ghost Stump	Deep Valley II
1072066	Ghost Stump	Deep Valley II
1082018	Ghost Stump	Deep Valley II
1002107	Ghost Stump	Deep Valley II
1002113	Ghost Stump	Deep Valley II
1050003	Ghost Stump	Deep Valley II
1082180	Rodeo	Muddy Banks 2
2044802	Trucker	Suburban Area 2
4000011	Shroom	Mushroom Garden
2041007	Fancy Amplifier 	7th Floor 8th Floor Area C
4010002	Murukun	Dangerous Forest
1332006	Urban Fungus	Jungle Valley 
1062000	Shroom	Mushroom Garden
1060007	Muru	Dangerous Forest
1061009	Shroom	Mushroom Garden
1002610	Biner	Central Way 2
4000017	Pig	Pirate Training Center
2041021	Red Slime	<Year 2021> Average Town Entrance
2040702	Pig	Pig Town
1002008	Muru	Dangerous Forest
1062002	Pig	Pirate Training Center
1472000	Pig	Pig Town
4000021	Soul Teddy	Forgotten Path of Time<1>
1061028	Pig	Pirate Training Center
1041014	Murupia	Snow-covered Field 2
1040034	Pig	Pirate Training Center
4000002	Ribbon Pig	L Forest II
4003004	Ribbon Pig	L Forest II
2040902	Green Mushroom	Tree Dungeon, Forest Up North IV
1040011	Ribbon Pig	L Forest II
1060024	Ribbon Pig	L Forest II
1402018	Pig	Pirate Training Center
1040014	Murupia	Snow-covered Field 2
1492000	Chlorotrap	Outskirts of Muddy Banks
1052098	Dark Fission	Muddy Banks 1
4000001	Orange Mushroom	L Forest III
2040705	Booper Scarlion	Fantasy Theme Park 2
1072004	Murupia	Snow-covered Field 2
1002043	Orange Mushroom	L Forest III
1432000	Slime	The Tree That Grew II
1312000	Orange Mushroom	L Forest III
1082012	Orange Mushroom	L Forest III
1072015	Orange Mushroom	L Forest III
1072031	Orange Mushroom	L Forest III
1052095	Stopnow	Central Way 1
2330000	Orange Mushroom	L Forest III
2041015	Bubbling	Line 1 <Area 1>
2043302	Street Slime	Jungle Clearing
2041004	Fancy Amplifier 	7th Floor 8th Floor Area C
4020005	Muru	Dangerous Forest
4000037	Bubbling	Line 1 <Area 1>
1002075	Bubbling	Line 1 <Area 1>
1040035	Bubbling	Line 1 <Area 1>
1060025	Bubbling	Line 1 <Area 1>
1072019	Bubbling	Line 1 <Area 1>
1432008	Bubbling	Line 1 <Area 1>
4006000	Bubbling	Line 1 <Area 1>
4000003	Stump	Perion Street Corner
2041008	Gold Slime  	<Year 2021> Average Town Outskirt
2040402	Rexton	Dragon Forest II
1332000	Stump	Perion Street Corner
1072007	Stump	Perion Street Corner
1082003	Murupia	Snow-covered Field 2
1061014	Murupia	Snow-covered Field 2
4000016	Red Snail	Adventurer Training Center 2
2041009	Orange Mushroom	L Forest III
2040502	Red Snail	Adventurer Training Center 2
1322007	Jester Scarlion	Longest Ride on ByeBye Station
1372002	Red Snail	Adventurer Training Center 2
1082029	Red Snail	Adventurer Training Center 2
1072060	Red Snail	Adventurer Training Center 2
1061029	Red Snail	Adventurer Training Center 2
4000324	Desert Rabbit (F)	Outside East Entrance of Ariant
2040601	Killa Bee	Soul Corridor
1382002	Stopnow	Central Way 1
1002119	Desert Rabbit (F)	Outside East Entrance of Ariant
1332010	Boomer	Jungle Valley 
1050025	Desert Rabbit (F)	Outside East Entrance of Ariant
1082002	Desert Rabbit (F)	Outside East Entrance of Ariant
1032009	Desert Rabbit (F)	Outside East Entrance of Ariant
1050005	Desert Rabbit (F)	Outside East Entrance of Ariant
4010007	Desert Rabbit (F)	Outside East Entrance of Ariant
1072288	Octobunny	Mysterious Path 2
2040420	Desert Rabbit (F)	Outside East Entrance of Ariant
2049000	Red Slime	<Year 2021> Average Town Entrance
4000325	Desert Rabbit (M)	Tent of the Entertainers
2002002	Stopnow	Central Way 1
2044602	Overlord B	<Year 2099> Midnight Harbor Warehouse
1092021	Desert Rabbit (M)	Tent of the Entertainers
1472006	Desert Rabbit (M)	Tent of the Entertainers
1060017	Desert Rabbit (M)	Tent of the Entertainers
1002129	Desert Rabbit (M)	Tent of the Entertainers
1041027	Trucker	Suburban Area 2
1061025	Trucker	Suburban Area 2
1082183	Desert Rabbit (M)	Tent of the Entertainers
2044210	Desert Rabbit (M)	Tent of the Entertainers
4000329	Jr. Cactus	Outside the West Entrance of Ariant
2044102	Jr. Cactus	Outside the West Entrance of Ariant
1051004	Jr. Cactus	Outside the West Entrance of Ariant
1050024	Jr. Cactus	Outside the West Entrance of Ariant
1032006	Jr. Cactus	Outside the West Entrance of Ariant
1002048	Jr. Cactus	Outside the West Entrance of Ariant
1072027	Jr. Cactus	Outside the West Entrance of Ariant
1040044	Freezer	Suburban Area 1
1060033	Freezer	Suburban Area 1
1462003	Jr. Cactus	Outside the West Entrance of Ariant
2022155	Jr. Cactus	Outside the West Entrance of Ariant
1082186	Jr. Cactus	Outside the West Entrance of Ariant
2044901	Charmer	Hibiscus Road 1
2043212	Jr. Cactus	Outside the West Entrance of Ariant
4000330	Cactus	Cactus Desert 1
1322009	Yabber Doo	Fantasy Theme Park 2
1092002	Cactus	Cactus Desert 1
1432002	Cactus	Cactus Desert 1
1072054	Octobunny	Mysterious Path 2
1082016	Cactus	Cactus Desert 1
1072078	Cactus	Cactus Desert 1
1061054	Cactus	Cactus Desert 1
1041058	Cactus	Cactus Desert 1
1002096	Cactus	Cactus Desert 1
1050011	Freezer	Suburban Area 1
1072291	Cactus	Cactus Desert 1
2044314	Cactus	Cactus Desert 1
4000331	Royal Cactus	Cactus Desert 2
2002003	Royal Cactus	Cactus Desert 2
2041002	Oly Oly	Muddy Banks 1
1442001	Royal Cactus	Cactus Desert 2
1322003	Royal Cactus	Cactus Desert 2
1092019	Royal Cactus	Cactus Desert 2
1072087	Royal Cactus	Cactus Desert 2
1040068	Royal Cactus	Cactus Desert 2
1060057	Royal Cactus	Cactus Desert 2
1082052	Royal Cactus	Cactus Desert 2
1002004	Royal Cactus	Cactus Desert 2
2043214	Royal Cactus	Cactus Desert 2
4000328	Bellamoa	Bellamoa's Cave
4006001	Dead Scarecrow	Chimney Possessed by the Scarecrow
2044002	Stopnow	Central Way 1
1372004	Bellamoa	Bellamoa's Cave
1002013	Bellamoa	Bellamoa's Cave
1072086	Bellamoa	Bellamoa's Cave
1082020	Bellamoa	Bellamoa's Cave
1052101	Bellamoa	Bellamoa's Cave
1482003	Bellamoa	Bellamoa's Cave
2040316	Prototype Lord	<Year 2216> Ruined City Construction Site
2040319	Bellamoa	Bellamoa's Cave
2044412	Bellamoa	Bellamoa's Cave
4000326	Ear Plug Plead	The Scorching Desert
2002004	Ear Plug Plead	The Scorching Desert
2044501	Emo Slime	Outskirts of Muddy Banks
1402002	Ear Plug Plead	The Scorching Desert
1032004	Ear Plug Plead	The Scorching Desert
1050001	Ear Plug Plead	The Scorching Desert
1002055	Ear Plug Plead	The Scorching Desert
1040049	Ear Plug Plead	The Scorching Desert
1060037	Ear Plug Plead	The Scorching Desert
1082068	Ear Plug Plead	The Scorching Desert
1432001	Slime	The Tree That Grew II
1492002	Trucker	Suburban Area 2
2040926	Ear Plug Plead	The Scorching Desert
4000327	Scarf Plead	Frilled Field
2070002	Scarf Plead	Frilled Field
1332004	Psycho Jack	Vanity Room
1382017	Scarf Plead	Frilled Field
1041054	Scarf Plead	Frilled Field
1061050	Scarf Plead	Frilled Field
1002141	Biner	Central Way 2
1051011	Scarf Plead	Frilled Field
1040059	Scarf Plead	Frilled Field
1060045	Scarf Plead	Frilled Field
1492003	Scarf Plead	Frilled Field
4000333	Meerkat	North Desert Road 1
4004002	Meerkat	North Desert Road 1
2043701	Slimy	Ghost Ship 2
1332009	Meerkat	North Desert Road 1
1412004	Meerkat	North Desert Road 1
1040062	Meerkat	North Desert Road 1
1060051	Nospeed	Central Way 3
1050029	Meerkat	North Desert Road 1
1002164	Meerkat	North Desert Road 1
1082005	Meerkat	North Desert Road 1
2044801	Meerkat	North Desert Road 1
2044014	Meerkat	North Desert Road 1
2044214	Meerkat	North Desert Road 1
4000004	Slime	The Tree That Grew II
2041018	Sakura Cellion	Purple Plains 1
4000010	Slime	The Tree That Grew II
2040602	Dead Scarecrow	Chimney Possessed by the Scarecrow
1002019	Murupa	Snow-covered Field 1
1412001	Slime	The Tree That Grew II
1082019	Slime	The Tree That Grew II
1072023	Slime	The Tree That Grew II
4000015	Horny Mushroom	Ant Tunnel IV
1002005	Horny Mushroom	Ant Tunnel IV
1041008	Rotting Skeleton	Chimney Possessed by the Skeletons
1061006	Horny Mushroom	Ant Tunnel IV
1072073	Horny Mushroom	Ant Tunnel IV
1050006	Horny Mushroom	Ant Tunnel IV
1462004	Cloud Fox	The Mountain of Cloud Fox
1060002	Horny Mushroom	Ant Tunnel IV
1082000	Murumuru	Snow-covered Field 3
1002038	Horny Mushroom	Ant Tunnel IV
1302004	Horny Mushroom	Ant Tunnel IV
1052104	Trucker	Suburban Area 2
4000350	Sand Rat	Hill of Sandstorms
1002619	Sand Rat	Hill of Sandstorms
4000351	Scorpion	Sahel 1
2330001	Scorpion	Sahel 1
2043114	Scorpion	Sahel 1
2012002	Dark Axe Stump	East Rocky Mountain V
2044202	Moon Bunny	A Small Well
1051003	Dark Axe Stump	East Rocky Mountain V
1041028	Dark Axe Stump	East Rocky Mountain V
1061026	Dark Axe Stump	East Rocky Mountain V
1072085	Dark Axe Stump	East Rocky Mountain V
1002097	Dark Axe Stump	East Rocky Mountain V
1472009	Wild Boar	East Rocky Mountain VII
1472012	Copper Drake	The Tunnel That Lost Light I
2070009	Dark Axe Stump	East Rocky Mountain V
4000215	Dark Axe Stump	East Rocky Mountain V
1002616	Dark Axe Stump	East Rocky Mountain V
2044012	Dark Axe Stump	East Rocky Mountain V
4000034	Jr. Necki	Swamp of the Jr.Necki
2010003	Rotting Skeleton	Chimney Possessed by the Skeletons
1332008	Rotting Skeleton	Chimney Possessed by the Skeletons
1072069	Jr. Necki	Swamp of the Jr.Necki
1002027	Jr. Necki	Swamp of the Jr.Necki
1041031	Jr. Necki	Swamp of the Jr.Necki
1041021	Jr. Necki	Swamp of the Jr.Necki
1061018	Jr. Necki	Swamp of the Jr.Necki
2048003	Green Mushroom	Tree Dungeon, Forest Up North IV
1482002	Trucker	Suburban Area 2
2040617	Jr. Necki	Swamp of the Jr.Necki
2049100	Annoyed Zombie Mushroom	Ant Tunnel IV
2020014	Klock	Forgotten Path of Time<2>
2040001	Orange Mushroom	L Forest III
2040301	Red Drake	The Tunnel That Lost Light II
2040401	Death Teddy	Forgotten Path of Time<3>
2043201	Trucker	Suburban Area 2
2041016	Jr. Grupin	Garden of Green I
2043801	Dark Fission	Muddy Banks 1
2044001	Horny Mushroom	Ant Tunnel IV
2070000	Trixter	Eos Tower 73rd Floor
1002159	Roid 	Lab - Area C-1
1040041	Bubble Fish	Big Fish Valley
1051005	Wild Boar	East Rocky Mountain VII
1041033	Drumming Bunny	Drummer Bunny's Lair
1041060	Evil Eye	The Cave of Evil Eye III
1082028	Oly Oly	Muddy Banks 1
2040302	Dark Fission	Muddy Banks 1
2043702	Chronos	The Path of Time <2>
2044902	Chronos	The Path of Time <2>
2040418	Pepe	The Crown-Flyer
2040928	Green Hobi	Steep Hill
2044414	Lupin	Monkey Swamp I
4000009	Blue Mushroom	The Road to the Dungeon
1051000	Murukun	Dangerous Forest
1002127	Blue Mushroom	The Road to the Dungeon
1040012	Blue Mushroom	The Road to the Dungeon
1060010	Blue Mushroom	The Road to the Dungeon
1072020	Blue Mushroom	The Road to the Dungeon
2000002	Nependeath	Strolling Path
1072011	Blue Mushroom	The Road to the Dungeon
1332001	Stopnow	Central Way 1
1002178	Stopnow	Central Way 1
4000007	Evil Eye	The Cave of Evil Eye III
2002001	Evil Eye	The Cave of Evil Eye III
2044402	Jester Scarlion	Longest Ride on ByeBye Station
1061056	Evil Eye	The Cave of Evil Eye III
1002047	Evil Eye	The Cave of Evil Eye III
1032008	Freezer	Suburban Area 1
1050026	Evil Eye	The Cave of Evil Eye III
1051012	Evil Eye	The Cave of Evil Eye III
1041032	Evil Eye	The Cave of Evil Eye III
1062006	Evil Eye	The Cave of Evil Eye III
1040021	Batoo	Central Way 2
1041007	Evil Eye	The Cave of Evil Eye III
1422001	Evil Eye	The Cave of Evil Eye III
1060071	Evil Eye	The Cave of Evil Eye III
2040823	Murupia	Snow-covered Field 2
2044010	Gold Slime  	<Year 2021> Average Town Outskirt
4000008	Zombie Mushroom	Ant Tunnel III
2002000	Zombie Mushroom	Ant Tunnel III
2044302	Batoo	Central Way 2
1032000	Batoo	Central Way 2
1452001	Zombie Mushroom	Ant Tunnel III
1412002	Slime	The Tree That Grew II
1002158	Zombie Mushroom	Ant Tunnel III
1040048	Zombie Mushroom	Ant Tunnel III
1060038	Zombie Mushroom	Ant Tunnel III
1372003	Zombie Mushroom	Ant Tunnel III
1060018	Zombie Mushroom	Ant Tunnel III
1040026	Zombie Mushroom	Ant Tunnel III
1040009	Murukun	Dangerous Forest
1050030	Batoo	Central Way 2
1050031	Batoo	Central Way 2
1432003	Batoo	Central Way 2
1002035	Batoo	Central Way 2
1312007	Fancy Amplifier 	7th Floor 8th Floor Area C
4000020	Wild Boar	East Rocky Mountain VII
1041013	Wild Boar	East Rocky Mountain VII
1061024	Wild Boar	East Rocky Mountain VII
1032002	Wild Boar	East Rocky Mountain VII
1002064	Wild Boar	East Rocky Mountain VII
1072039	Wild Boar	East Rocky Mountain VII
1072033	Wild Boar	East Rocky Mountain VII
1402006	Wild Boar	East Rocky Mountain VII
1040079	Wild Boar	East Rocky Mountain VII
1060069	Wild Boar	East Rocky Mountain VII
1002151	Wild Boar	East Rocky Mountain VII
1060050	Nospeed	Central Way 3
1452005	Jr. Sentinel	Orbis Tower <20th Floor>
1002166	Oly Oly	Muddy Banks 1
1412005	Fancy Amplifier 	7th Floor 8th Floor Area C
4000097	Trixter	Eos Tower 73rd Floor
4131000	Trixter	Eos Tower 73rd Floor
2002006	Trixter	Eos Tower 73rd Floor
4004003	Trixter	Eos Tower 73rd Floor
2040900	Trixter	Eos Tower 73rd Floor
1332020	Freezer	Suburban Area 1
1402010	Dark Fission	Muddy Banks 1
1302003	Trixter	Eos Tower 73rd Floor
1312003	Trixter	Eos Tower 73rd Floor
1082017	Trixter	Eos Tower 73rd Floor
1002020	Trixter	Eos Tower 73rd Floor
1050023	Trixter	Eos Tower 73rd Floor
2044114	Trixter	Eos Tower 73rd Floor
4000098	Green Trixter	Eos Tower 71st Floor
4131010	Green Trixter	Eos Tower 71st Floor
2002007	Green Trixter	Eos Tower 71st Floor
1061034	Green Trixter	Eos Tower 71st Floor
1041041	Green Trixter	Eos Tower 71st Floor
1082043	Green Trixter	Eos Tower 71st Floor
1002162	Green Trixter	Eos Tower 71st Floor
1050028	Green Trixter	Eos Tower 71st Floor
1082042	Green Trixter	Eos Tower 71st Floor
2040929	Royal Guard	<Year 2503> Air Battleship Area B
2043112	Green Trixter	Eos Tower 71st Floor
4000161	Seacle	Fish Resting Spot
1322004	Seacle	Fish Resting Spot
1041042	Seacle	Fish Resting Spot
1061035	Seacle	Fish Resting Spot
1032005	Seacle	Fish Resting Spot
2043015	Prototype Lord	<Year 2216> Ruined City Construction Site
4000163	Cico	Fish Resting Spot
1332013	Cico	Fish Resting Spot
1041040	Cico	Fish Resting Spot
1061033	Cico	Fish Resting Spot
1002146	Cico	Fish Resting Spot
1041050	Cico	Fish Resting Spot
1061046	Cico	Fish Resting Spot
1040040	Cico	Fish Resting Spot
1060060	Cico	Fish Resting Spot
2040417	Cico	Fish Resting Spot
4000162	Krappy	Blue Seaweed Road
1402000	Krappy	Blue Seaweed Road
1082026	Krappy	Blue Seaweed Road
1041034	Krappy	Blue Seaweed Road
1072051	Krappy	Blue Seaweed Road
1041051	Krappy	Blue Seaweed Road
1061047	Nospeed	Central Way 3
2043110	Overlord B	<Year 2099> Midnight Harbor Warehouse
4000160	Pinboom	The Sharp Unknown
1072065	Pinboom	The Sharp Unknown
1002131	Pinboom	The Sharp Unknown
2040623	Pinboom	The Sharp Unknown
4000164	Bubble Fish	Big Fish Valley
1032007	Bubble Fish	Big Fish Valley
2040701	Bubble Fish	Big Fish Valley
1002034	Bubble Fish	Big Fish Valley
1060030	Bubble Fish	Big Fish Valley
1050021	Dead Scarecrow	Chimney Possessed by the Scarecrow
1051007	Stopnow	Central Way 1
1002065	Bubble Fish	Big Fish Valley
4000196	Wooden Mask	Excavation Site II
1002121	Wooden Mask	Excavation Site II
1002058	Wooden Mask	Excavation Site II
2040901	Oly Oly	Muddy Banks 1
1040020	Wooden Mask	Excavation Site II
1060014	Wooden Mask	Excavation Site II
1072053	Wooden Mask	Excavation Site II
1082006	Wooden Mask	Excavation Site II
2044312	Wooden Mask	Excavation Site II
2044805	Wooden Mask	Excavation Site II
4000197	Rocky Mask	Excavation Site III
2044301	Red Slime	<Year 2021> Average Town Entrance
1302002	Rocky Mask	Excavation Site III
1040042	Rocky Mask	Excavation Site III
1060031	Rocky Mask	Excavation Site III
1041023	Rocky Mask	Excavation Site III
1061019	Rocky Mask	Excavation Site III
1082049	Rocky Mask	Excavation Site III
1082051	Rocky Mask	Excavation Site III
4000165	Flower Fish	Sand Castle Playground
2044601	Vikerola	Fantasy Theme Park 3
4004000	Fancy Amplifier 	7th Floor 8th Floor Area C
1040072	Flower Fish	Sand Castle Playground
1060061	Flower Fish	Sand Castle Playground
1412000	Flower Fish	Sand Castle Playground
1002160	Flower Fish	Sand Castle Playground
1412006	Flower Fish	Sand Castle Playground
4000042	Stirge	Transfer Area
2010004	Stirge	Transfer Area
1060009	Murukun	Dangerous Forest
1040043	Stirge	Transfer Area
1060032	Stirge	Transfer Area
1041039	Stirge	Transfer Area
1061041	Stirge	Transfer Area
2048004	Black Kentaurus	Moose's Practice Field
2040024	Stirge	Transfer Area
4000063	Sentinel	Orbis Tower <15th Floor>
1382018	Sentinel	Orbis Tower <15th Floor>
1312005	Sentinel	Orbis Tower <15th Floor>
1002137	Nospeed	Central Way 3
1040061	Nospeed	Central Way 3
2041005	Sentinel	Orbis Tower <15th Floor>
1082037	Sentinel	Orbis Tower <15th Floor>
1002622	Sentinel	Orbis Tower <15th Floor>
2040620	Sentinel	Orbis Tower <15th Floor>
4000068	Fairy 1	Cloud Park III
2050000	Fairy 1	Cloud Park III
2050001	Fairy 1	Cloud Park III
2050002	Fairy 1	Cloud Park III
2050003	Fairy 1	Cloud Park III
2050004	Fairy 1	Cloud Park III
2381033	Fairy 1	Cloud Park III
4000106	Brown Teddy	Terrace Hall
4131003	Brown Teddy	Terrace Hall
1462000	Flower Fish	Sand Castle Playground
1322014	Brown Teddy	Terrace Hall
1040058	Brown Teddy	Terrace Hall
1060044	Brown Teddy	Terrace Hall
1072101	Brown Teddy	Terrace Hall
1052107	Brown Teddy	Terrace Hall
4000166	Krip	The Seaweed Tower
1082046	Krip	The Seaweed Tower
1050002	Krip	The Seaweed Tower
1072103	Freezer	Suburban Area 1
1041052	Krip	The Seaweed Tower
1061048	Nospeed	Central Way 3
1082189	Krip	The Seaweed Tower
2040422	Krip	The Seaweed Tower
2040530	Krip	The Seaweed Tower
4000334	Sand Dwarf 	The Ruins of Desert Nomads
2044701	Charmer	Hibiscus Road 1
1040000	Sand Dwarf 	The Ruins of Desert Nomads
1060075	Sand Dwarf 	The Ruins of Desert Nomads
1002156	Sand Dwarf 	The Ruins of Desert Nomads
4130005	Sand Dwarf 	The Ruins of Desert Nomads
4130009	Big Cloud Fox	A Desolate Cemetery
4000335	Kiyo	North Desert Road 2
1472011	Kiyo	North Desert Road 2
1002181	Nospeed	Central Way 3
1050022	Kiyo	North Desert Road 2
1082069	Kiyo	North Desert Road 2
1072294	Octobunny	Mysterious Path 2
1332014	Leatty	Snowy Hill
4000032	Ligator	The Swamp of Despair I
1051013	Ligator	The Swamp of Despair I
1072112	Ligator	The Swamp of Despair I
1092012	Ligator	The Swamp of Despair I
4130002	Fire Raccoon	Forest of Animals
4130008	Big Cloud Fox	A Desolate Cemetery
4130010	Big Cloud Fox	A Desolate Cemetery
4000107	Pink Teddy	Cloud Terrace<2>
4131001	Pink Teddy	Cloud Terrace<2>
2002009	Oly Oly	Muddy Banks 1
2041017	Booper Scarlion	Fantasy Theme Park 2
1041055	Pink Teddy	Cloud Terrace<2>
