12	24	200	Octopus	Tree Dungeon, Forest Up North III
15	26	240	Bubbling	Line 1 <Area 1>
15	26	250	Dejected Green Mushroom	Dungeon, Southern Forest III
15	26	250	Green Mushroom	Tree Dungeon, Forest Up North IV
15	26	250	Strange Green Mushroom	Henesys Hunting Ground III
15	26	250	Strange Green Mushroom	The Tree That Grew III
17	30	300	Axe Stump	Deep Valley I
18	30	280	Biner	Central Way 2
19	35	320	Street Slime	Jungle Clearing
19	33	330	Ghost Stump	Deep Valley II
20	33	300	Stirge	Transfer Area
20	33	350	Birthday Candle	Sweet Cake Hill 1
20	32	350	Blue Mushroom	The Road to the Dungeon
20	32	350	Strange Blue Mushroom	Kerning City Middle Forest III
20	32	350	Desert Rabbit (F)	Outside East Entrance of Ariant
20	74	850	Rotting Skeleton	Chimney Possessed by the Skeletons
21	240	320	Jr. Necki (PC)	1st Accompaniment <Last Stage>
21	38	285	Jr. Necki	Swamp of the Jr.Necki
21	37	300	Glutton Ghoul	Hallway - Where are you?
21	36	300	Glutton Ghoul	Library
21	37	350	Urban Fungus	Jungle Valley 
21	34	400	Desert Rabbit (M)	Tent of the Entertainers
22	35	300	Strange Horny Mushroom	Kerning City Middle Forest III
22	35	300	Horny Mushroom	Ant Tunnel IV
22	36	400	Pinboom	The Sharp Unknown
22	37	450	Jr. Cactus	Outside the West Entrance of Ariant
22	38	550	Dark Axe Stump	East Rocky Mountain V
22	38	550	Strange Dark Axe Stump	West Rocky Mountain IV
23	170	1000	Devil Slime	Waterway Maze
23	42	450	Trixter	Eos Tower 73rd Floor
23	40	450	Batoo	Central Way 2
23	42	500	Bellamoa	Bellamoa's Cave
23	42	500	Seacle	Fish Resting Spot
23	42	500	Wooden Mask	Excavation Site II
23	40	600	Jr. Sentinel	Orbis Tower <20th Floor>
24	55	600	Sand Rat	Hill of Sandstorms
24	45	500	Krappy	Blue Seaweed Road
24	42	500	Zombie Mushroom	Ant Tunnel III
24	42	500	Strange Zombie Mushroom	West Rocky Mountain IV
24	42	500	Annoyed Zombie Mushroom	Ant Tunnel IV
24	45	550	Ear Plug Plead	The Scorching Desert
24	45	600	Rocky Mask	Excavation Site III
25	58	600	Strawberry Cake	Sweet Cake Hill 1
25	47	550	Cactus	Cactus Desert 1
25	60	730	Killa Bee	Soul Corridor
25	42	550	Crow	Crow Forest 2
25	42	550	Cico	Fish Resting Spot
25	42	550	Wild Boar	East Rocky Mountain VII
25	30	1200	Scorpion	Battle Arena 2
27	55	700	Boomer	Jungle Valley 
27	50	700	Scarf Plead	Frilled Field
27	50	720	Evil Eye	The Cave of Evil Eye III
28	55	750	Royal Cactus	Cactus Desert 2
28	50	700	Stopnow	Central Way 1
28	55	780	Green Trixter	Eos Tower 71st Floor
28	52	740	Bubble Fish	Big Fish Valley
29	58	780	Scorpion	Sahel 1
29	58	780	Meerkat	North Desert Road 1
29	58	790	Flower Fish	Sand Castle Playground
30	120	800	Fairy 4	The Entrance of Golem's Temple
30	120	800	Fairy 2	Someone Else's House
30	120	800	Fairy 3	Tree Dungeon, Forest Up North IV
30	120	800	Fairy 1	Cloud Park III
30	1	10	Psycho Jack Box	Foyer
30	73	850	Psycho Jack	Vanity Room
30	63	750	Renegade Spores	Secluded Mushroom Forest
30	65	780	Poison Mushroom	Split Road of Destiny
30	60	870	Kiyo	North Desert Road 2
30	65	950	Mighty Maple Eater	Krakian Jungle Basin
30	60	950	Drumming Bunny	Drummer Bunny's Lair
30	60	950	Brown Teddy	Terrace Hall
30	55	900	Fire Sentinel	Orbis Tower <11th Floor>
30	55	900	Fire Raccoon	Forest of Animals
30	55	900	Sentinel	Orbis Tower <15th Floor>
30	110	1800	Brown Teddy	Carnival Field 1 <Battle Field>
30	55	900	Ice Sentinel	Orbis Tower <13th Floor>
30	55	900	Krip	The Seaweed Tower
30	55	920	Cloud Fox	The Mountain of Cloud Fox
30	135	3300	King Bloctopus	Carnival Field 1 <Battle Field>
30	120	3000	Robo	Carnival Field 6 <Battle Field>
30	100	8000	Adin 	Ariant Back Street
31	68	810	Intoxicated Pig	Steep Downhill 2
31	62	800	Chirppy	Eos Tower 92nd Floor
32	120	1000	Ligator (PC)	1st Accompaniment <1st Stage>
32	71	850	Helmet Pepe	Security Room
32	260	3700	Ratz from Another Dimension	Abandoned Tower<Stage 7>
32	260	3700	Ratz from Another Dimension	Abandoned Tower<Stage 1>
32	65	1000	Mask Fish	The Seaweed Tower
32	65	1000	Ratz	Eos Tower 1st Floor
32	62	1000	Cube Slime	Lab - Unit 101
32	62	1000	Dark Sand Dwarf 	The Desert of Dreams
32	65	1050	Pink Teddy	Cloud Terrace<2>
32	60	1000	Leatty	Snowy Hill
32	60	1000	Fire Boar	Dangerous Valley II
32	60	1000	Sand Dwarf 	The Ruins of Desert Nomads
32	60	1200	Ligator	The Swamp of Despair I
33	75	900	Royal Guard Pepe	Skyscraper 6
33	60	1000	Nospeed	Central Way 3
33	65	1100	Sakura Cellion	Purple Plains 1
33	65	1100	Dark Leatty	Orbis Tower <3rd Floor>
33	65	1100	Jr. Lioner	Garden of Yellow I
33	65	1100	Jr. Grupin	Garden of Green I
33	65	1100	Jr. Cellion	Garden of Red I
34	280	4300	Black Ratz from Another Dimension	Abandoned Tower<Stage 1>
34	280	4300	Black Ratz from Another Dimension	Abandoned Tower<Stage 7>
34	70	1100	Tick	Crossroad of Time
34	70	1150	Black Ratz	Eos Tower 3rd Floor
34	70	1200	Roloduck	Sky Terrace<5>
35	280	2000	Curse Eye (PC)	1st Accompaniment <Last Stage>
35	150	1700	Jr. Boogie 1	Land of Wild Boar
35	150	1700	Jr. Boogie 2	Land of Wild Boar
35	288	4900	Bloctopus from Another Dimension	Abandoned Tower<Stage 7>
35	288	4900	Bloctopus from Another Dimension	Abandoned Tower<Stage 3>
35	70	1200	Jr. Wraith	Line 2 <Area 1>
35	80	1400	Cherry Bubble Tea	1st Floor 2nd Floor Area A
35	70	1250	Curse Eye	Hunting Ground in the Deep Forest II
35	72	1300	Star Pixie	Cloud Park I
35	72	1300	Bloctopus	Eos Tower 41st Floor
35	75	1400	Jr. Pepe	Orbis Tower <1st Floor>
35	75	1400	Rumo	Lab - Unit 102
36	85	1450	Fire Tusk	Fire Chamber
36	77	1350	Helly	Eos Tower 60th Floor
36	85	1500	Mango Bubble Tea	1st Floor 2nd Floor Area D
36	80	1430	Scuba Pepe	Penguin's Playground
36	78	1400	Retz	Helios Tower (100th Floor)
36	77	1400	Panda Teddy	Toy Factory <Main Process 2>
37	88	1600	Melon Bubble Tea	1st Floor 2nd Floor Area C
37	77	1500	Lupin	Monkey Swamp I
37	82	1700	Propelly	Eos Tower 59th Floor
37	82	1750	Chronos	The Path of Time <2>
37	80	1950	Lorang	A Look-Out Shed Around the Beach
38	95	1600	Yeti Doll Claw Game	3rd Floor 4th Floor Area A
38	100	1700	Jr. Pepe Doll Claw Game	3rd Floor 4th Floor Area B
38	85	1550	Indigo Eye	Purplewood Forest 1
38	85	1830	Planey	Eos Tower 25th Floor
38	85	1850	King Bloctopus	Eos Tower 22nd Floor
38	85	1850	Jr. Seal	Crystal Gorge
38	85	1850	Triple Rumo	Lab - Unit 103
38	80	1900	Freezer	Suburban Area 1
39	115	2300	Toy Trojan	Carnival Field 4 <Battle Field>
39	92	1920	Toy Trojan	Cloud Terrace<5>
39	85	1900	Tweeter	Eos Tower 6th Floor
39	5	200	Transformed Doll Claw Game	3rd Floor 4th Floor Area C
40	10	100	Baby typhon	The Path of Peril
40	100	1300	Angry Strawberry Cake	Sweet Cake Hill 2
40	120	1930	Nightmare	Hallway - This Again?
40	95	1800	Desert Giant 	The Giant of the Sunset
40	97	1910	Poison Poopa	Crystal Gorge
40	95	1900	Poopa	Ocean I.C
40	95	1900	Chipmunk	Entrance to Sky Forest
40	95	1900	Tick-Tock	Whirlpool of Time
40	90	1800	Zombie Lupin	Monkey Swamp III
40	95	1930	Barnard Gray	Barnard Field
40	93	1920	Paper Lantern Ghost	A Night in the Forest
40	90	1900	Crystal Boar	Purplewood Forest 1
40	85	2000	Cold Eye	The Lightless Cave
41	95	1600	Electrophant	Ice Chamber
41	95	1600	Flyeye	Dead Mine IV
41	99	2000	Red Porky	Sky Forest : The Train
41	99	2000	Robo	Toy Factory <Process 1> Zone 6
41	99	2050	Platoon Chronos	Lost Time <1>
41	99	2080	Mateon	Off-Limits
42	296	1100	Iron Hog	Pig Town
42	99	2100	Nependeath	Strolling Path
42	99	2100	Nependeath	Disposed Flower Garden
42	99	2200	Iron Hog	The Burnt Land III
42	99	2200	Iron Hook	The Burnt Land II
42	102	2300	Zeta Gray	Kulan Field III
42	102	2300	Freezer	Red Coral Forest
42	102	2400	Mossy Snail	Mossy Tree Forest Entrance
42	102	2400	Iron Mutae	Lab - Area B-3
42	102	2400	Block Golem	Hidden Tower
43	120	2150	Octobunny	Mysterious Path 2
43	122	2300	Kid Mannequin	5th Floor 6th Floor Area A
43	340	6500	Dark Eye from Another Dimension	Darkness in the Tower
43	340	6500	Deathly Fear	The Forgotten Darkness
43	340	7100	Shadow Eye from Another Dimension	Darkness in the Tower
43	102	2300	Jr. Cerebes	Cave Within the Cave
43	103	2400	Sparker	Turban Shell Hill
43	103	2400	Black Porky	Deep in the Sky Forest
44	125	2400	Female Mannequin	5th Floor 6th Floor Area B
44	120	2490	I.AM.ROBOT	Mountain Slopes
44	107	2450	Skeledog	Remains <Tomb> I
44	105	2450	Master Robo	Toy Factory <Process 2> Zone 1
44	105	2480	Plateon	Boswell Field II
45	120	2000	Deluxe Candle	Sweet Cake Hill 2
45	128	2500	Male Mannequin	5th Floor 6th Floor Area C
45	132	2600	Chlorotrap	Outskirts of Muddy Banks
45	130	2800	Extra A	Showa Street 1
45	115	2650	Iron Boar	Iron Boar Land
45	110	2550	Red Flower Serpent	Where the Sky Forest Ends
45	110	2550	Blue Flower Serpent	Snake Area
45	110	2550	Ultra Gray	Kulan Field IV
45	110	2550	Reinforced Iron Mutae	Lab - Area A-3
45	110	2600	Big Cloud Fox	A Desolate Cemetery
45	110	2600	Moon Bunny	A Small Well
45	110	2600	King Block Golem	Hidden Tower
45	105	2500	Lunar Pixie	Cloud Park IV
45	105	2700	Copper Drake	The Tunnel That Lost Light I
46	130	2600	Latest Hits Compilation	7th Floor 8th Floor Area A
46	115	2600	Master Chronos	Lost Time <2>
46	110	2550	Tortie	Hot Sand
46	112	2600	Tree Rod	Western Region of Mossy Tree Forest 2
46	110	2600	Mecateon	Boswell Field V
47	150	2700	Greatest Oldies	VIP Zone Area A
47	139	2800	Extra B	Showa Street 1
47	133	2700	Greatest Oldies	7th Floor 8th Floor Area B
47	135	2850	Emo Slime	Outskirts of Muddy Banks
47	117	2700	Jar	10-Year-Old Herb Garden
47	115	2700	Dark Nependeath	Disposed Flower Garden
47	115	2700	Dark Nependeath	Strolling Path II
47	117	2750	Mummydog	Remains <Tomb> III
47	117	2750	Mithril  mutae	Lab - Area B-1
48	180	2800	Cheap Amplifier	VIP Zone Area A
48	160	3000	Trucker	Suburban Area 2
48	138	2800	Cheap Amplifier	7th Floor 8th Floor Area B
48	123	2800	Ginseng Jar	50-Year-Old Herb Garden
48	120	2800	Wraith	Line 2 <Area 3>
48	128	3000	Clang	Lorang and Clang
49	580	9000	Chief Gray	Barnard Field
49	190	3000	Fancy Amplifier 	VIP Zone Area B
49	143	3000	Fancy Amplifier 	7th Floor 8th Floor Area C
50	220	3300	Gryphon	Highlands
50	220	3300	Dead Scarecrow	Chimney Possessed by the Scarecrow
50	115	1800	Sophilia Doll	Vanity Room
50	148	3100	Extra C	Showa Street 2
50	135	3000	Reinforced Mithril Mutae 	Lab - Area A-1
50	135	3000	Straw Target Dummy	Practice Field : Normal Level
50	135	3200	Drake	The Lightless Cave
50	140	3800	Hodori	Tiger Forest I
50	135	3700	Jr. Yeti	Ice Chamber
50	122	3500	Phantom Tree	Crossroads
50	55	2000	Sophilia Doll Ground	Sophilia's Bedroom
51	305	6400	Jr. Cellion in Tower of Goddess	Tower of Goddess <Room of Darkness>
51	305	6400	Jr. Lioner in Tower of Goddess	Tower of Goddess <Room of Darkness>
51	305	6400	Jr. Grupin in Tower of Goddess	Tower of Goddess <Room of Darkness>
51	142	3200	Wooden Target Dummy	Practice Field : Advanced Level
51	142	3600	Firebomb	Fire Chamber
51	142	3600	Stone Bug	Souther Region of Mossy Tree Forest 1
52	172	3700	Dark Fission	Muddy Banks 1
52	170	3800	Croco	Dangerous Croko I
52	155	4000	Luster Pixie	Cloud Park VI
53	320	6300	Star Pixie in Tower of Goddess	Tower of Goddess <Walkway>
53	160	4200	Bellflower Root	60-Year-Old Herb Garden
53	160	4200	Cellion	Garden of Red II
53	160	4200	Lioner	Garden of Yellow II
53	160	4200	Grupin	Garden of Green II
53	165	4500	Hogul	Black Mountain <Valley>
54	325	6600	Lunar Pixie in Tower of Goddess	Tower of Goddess <Walkway>
54	170	4400	Cellion in Tower of Goddess	Tower of Goddess <Storage>
54	168	4400	Sr. Bellflower Root	Bellflower Valley
54	168	4400	Roid 	Lab - Area C-1
55	175	4000	Malady	The Forest of Evil II
55	170	4000	Stone Golem	The Entrance of Golem's Temple
55	240	6000	Red Slime	The Secret Spa (F)
55	175	4400	Mossy Mushroom	Mushroom Hill Entrance
55	175	4500	The Book Ghost	Virtuous Forest
55	170	4600	Hector	Cold Field I
56	355	7200	Luster Pixie in Tower of Goddess	Tower of Goddess <Walkway>
56	185	4500	Samiho	Fox Ridge
56	180	4400	Dark Jr. Yeti	Dangerous Cliff
56	185	4600	Oly Oly	Muddy Banks 1
56	185	4800	Grizzly	Wild Bear Area 1
56	92	4300	Lord Pirate's Jar	On the Way to the Pirate Ship
57	370	7300	Lioner in Tower of Goddess	Tower of Goddess <Room 303>
57	370	7300	Cellion in Tower of Goddess	Tower of Goddess <Room 301>
57	370	7300	Grupin in Tower of Goddess	Tower of Goddess <Room 302>
57	200	4500	Primitive Boar	Boulder Mountain Entrance
57	190	4500	Miner Zombie	Dead Mine II
57	190	4500	Coolie Zombie	Forest of Dead Trees I
57	190	4600	Skeleton Soldier	Camp 1
57	95	4500	Lord Pirate's Ginseng Jar	On the Way to the Pirate Ship
58	200	4800	Dark Stone Golem	The forest of Golem
58	200	5000	Pac Pinky	Ghost ship 1
58	220	5800	White Fang	Icy Cold Field
58	205	5600	Neo Huroid	Lab - Area C-3
58	205	5600	Reindeer	Peach Farm 2
58	205	5600	Experimental Neo Huroid	Yulete's Lab 1
58	68	2700	Lord Pirate's Enraged Mr. Alli	Through the Head of the Ship!
58	98	4700	Lord Pirate's Bellflower	On the Way to the Pirate Ship
59	430	10000	Nependeath in Tower of Goddess	Tower of Goddess <Garden>
59	210	6000	Mixed Golem	The forest of Golem
59	70	2820	Lord Pirate's Enraged Kru	Through the Head of the Ship!
59	100	4100	Lord Pirate's 100yrOld Bellflower	The Area of 100yrOld Bellflower I
59	180	8820	Lord Pirate's Furious Mr. Alli	Eliminate Pirates!
59	100	4900	Lord Pirate's Ancient Bellflower	On the Way to the Pirate Ship
59	105	9500	Lord Pirate's Enraged Ginseng Jar	Eliminate Pirates!
60	335	6800	Voodoo	Library
60	335	6800	Hoodoo	Vanity Room
60	200	4400	Chocolate Cake	Sweet Cake Hill 3
60	220	5500	Selkie Jr.	Ghost Ship 5
60	220	6000	Red Drake	The Tunnel That Lost Light II
60	225	6500	Panda	Wild Bear Area 3
60	220	7100	Nightghost	A Desolate Cemetery
60	220	7100	Water Goblin	Vanished Village
60	220	7200	Pepe	The Crown-Flyer
60	72	2940	Lord Pirate's Enraged Captain	Through the Head of the Ship!
60	104	4300	Lord Pirate's 100yrOld Ancient Bellflower	The Area of 100yrOld Bellflower I
60	515	25000	Flying Boogie	Tower of Goddess <Center Tower>
60	187	9360	Lord Pirate's Furious Kru	Eliminate Pirates!
61	235	6000	Rodeo	Muddy Banks 2
61	230	7400	Buffy	Warped Path of Time<1>
62	240	5500	Wild Kargo	Wild Cargo's Area
62	235	6100	Poisoned Lord Tree	Mouth of the Forest
62	240	7500	Peach Monkey	Peach Farm1
62	310	10000	Leader A	Finance of Flaming Raccoon
62	198	10440	Lord Pirate's Furious Captain	Eliminate Pirates!
62	313	22800	Lord Pirate's Devoted Kru	Lord Pirate's Servant II
63	250	5800	Slimy	Ghost Ship 2
63	520	16000	Muscle Stone	Room of Courage
63	245	7600	Soul Teddy	Forgotten Path of Time<1>
63	240	7500	Officer Skeleton	Camp 3
64	320	9000	Leader B	Parking Lot
64	250	7700	Ice Drake	Cold Cradle
64	250	7800	Dark Pepe	Sharp Cliff II
64	250	7800	Mr. Alli	Old Swamp
64	378	28200	Lord Pirate's Devoted Captain	Lord Pirate's Servant II
65	255	7200	Poisoned Stone Bug	Deteriorated Forest
65	1120	40000	Master Muscle Stone	Room of Courage
65	255	9800	Charmer	Hibiscus Road 1
65	255	11000	Yeti	Ice Valley I
65	255	11000	Homun	Lab - Unit 201
65	255	11000	Homun of Closed Laboratory	Closed Lab
66	255	9000	Sage Cat	Goblin Forest 1
66	260	9400	Lazy Buffy	Warped Path of Time<1>
66	1060	40000	Myst Knight	Fountain of the Wiseman
66	1060	40000	Black Knight	Fountain of the Wiseman
67	1100	35000	Puppet Golem	Waterway Maze
67	265	11000	Master Soul Teddy	Forgotten Path of Time<1>
68	1150	35000	Gargoyle	Waterway Maze
68	275	11500	Mr. Anchor	Ghost Ship 6
68	270	12000	Jester Scarlion	Longest Ride on ByeBye Station
68	265	12500	Kru	Red-Nose Pirate Den 1
68	265	13000	Dark Yeti	Sharp Cliff I
68	265	13000	Dark Drake	Cold Cradle
68	265	13000	Saitie	Authorized Personnel Only
70	800	16000	Windraider	Lower Ascent
70	1325	50000	Twisted Jester	Chimney Possessed by the Clown
70	338	15000	Red Slime	<Year 2021> Average Town Entrance
70	282	15000	Captain	Pillage of Treasure Island
70	270	14500	Rash	West Leafre Forest
70	270	15000	Klock	Forgotten Path of Time<2>
70	270	15000	Tauromacis	Sanctuary Entrance I
71	346	15100	Silver Slime	<Year 2021> Average Town Playground
72	465	15100	Extra D	Parking Lot
72	354	15200	Gold Slime  	<Year 2021> Average Town Outskirt
72	300	15200	Froscola	Longest Ride on ByeBye Station
72	295	15000	Hobi	Cranky Forest
72	295	15200	Beetle	Leafre : East Forest
72	295	15200	Cerebes	The Cave of Trial II
73	320	15500	Lucida	Hall of Mushroom
73	320	15500	Homunculus	Lab - Unit 203
73	315	15300	Commander Skeleton	Remains <Cliff>
74	340	15500	Dark Rash	Peach Monkey Forest
74	340	16000	Buffoon	Warped Path of Time<2>
74	330	33000	Homun	Dark Tunnel
75	122	3500	Crimson Tree	The Path of Strength
75	352	15800	Yabber Doo	Fantasy Theme Park 2
75	330	15000	Overlord B	<Year 2099> Midnight Harbor Warehouse
75	330	15000	Overlord A	<Year 2099> Midnight Harbor Entrance
75	350	16000	D. Roy	Lab - Area C-3
75	350	16000	Werewolf	Wolf Territory II
75	350	18000	The Charging Taurospear	Secret Shrine
75	350	18000	Taurospear	Sanctuary Entrance IV
76	370	18000	Dark Klock	Forgotten Path of Time<2>
76	370	18000	Green Hobi	Steep Hill
76	370	18000	Dual Beetle	Minar Forest : East Border
76	360	38000	Cyti	Dark Tunnel
77	462	19000	Robby	<Year 2215> Bombed City Center Retail District
77	385	19000	Deep Buffoon	Warped Path of Time<2>
77	320	20000	Homunculus	Unpleasant Lab
78	400	20000	Hankie	Steep Hill
79	750	23500	Iruvata	<Year 2215> Bombed City Center Overpass
79	330	24000	Neo Huroid	Special Lab
80	850	19000	Lycanthrope the Kidnapper	Protect Tylus
80	1650	38000	Stormbreaker	Mage Mastery Room
80	1200	28000	Wolf Spider	Wolf Spider Cavern
80	850	24000	Eye of Time	Memory Lane5
80	850	27000	Homunscullo	Lab - Unit 202
80	850	27000	Harp	Entrance to Sky Nest
80	850	27000	Lycanthrope	Wolf Territory III
80	390	35000	Neo Huroid	Center Lab
82	1250	28000	Booper Scarlion	Fantasy Theme Park 2
82	1220	29000	Afterlord	<Year 2216> Ruined City Center
83	1100	30000	Ghost Pirate	Warped Path of Time<3>
83	1100	30000	Blood Harp	Sky Nest II
84	1440	31000	Prototype Lord	<Year 2216> Ruined City Construction Site
85	1400	17000	Goby in Warped Dimension	Warped Dimension
85	1420	32000	Birk	Valley of the Antelope
85	1300	32000	Death Teddy	Forgotten Path of Time<3>
86	1560	32000	Maverick Type A	<Year 2230> Dangerous Tower Ventilator
87	2000	36000	Vikerola	Fantasy Theme Park 3
87	1500	35000	Dual Ghost Pirate	Unbalanced Time
88	1920	37000	Maverick Type S	<Year 2230> Dangerous Tower Ventilator
88	1620	37000	Dual Birk	Valley of the Antelope
88	1600	37000	Black Kentaurus	Moose's Practice Field
88	1600	37000	Blue Kentaurus	The Area of Blue Kentaurus
88	1600	37000	Black Kentaurus	The Area of Black Kentaurus
88	1600	37000	Red Kentaurus	Battlefield of Fire and Darkness
89	1720	40000	Master Death Teddy	Lost Time
90	2350	45000	Firebrand	Mage Mastery Room
90	1780	40000	Blue Dragon Turtle	Entrance to Dragon Forest
90	910	21000	Firebrand	The Path of Strength
90	1800	45000	Bain	WanWan Spa of Hell
91	2280	43000	Imperial Guard	<Year 2503> Air Battleship Bow
91	1900	41000	Memory Monk	Memory Lane1
92	2000	42500	Bone Fish in Warped Dimension	Warped Dimension
92	2000	42500	Bone Fish	Deep Sea Gorge I
93	2520	50000	Royal Guard	<Year 2503> Air Battleship Area B
93	2100	49000	Red Dragon Turtle	Dragon Forest I
93	2100	50000	Spirit Viking	Warped Path of Time<4>
94	2500	43000	Gallopera	Entrance to the Spooky World
94	2200	45000	Memory Monk Trainee	Memory Lane2
94	2200	46000	Squid	Dangerous Sea Gorge I
95	2480	51000	Elderwraith	Evil Rising
95	2280	50000	Rexton	Dragon Forest II
95	2300	53000	Phantom Watch	Forgotten Path of Time<4>
97	2500	49000	Risell Squid	Dangerous Sea Gorge II
97	2500	53000	Red Wyvern	Red Wyvern's Nest
97	2500	55000	Brexton	Dragon Forest III
97	800	53000	Red Wyvern 1 in Cave	2nd Room of Maze
97	800	53000	Red Wyvern 2 in Cave	2nd Room of Maze
98	2600	53000	Memory Guardian	Memory Lane3
98	2600	58000	Gigantic Spirit Viking	Twisted Time
99	2800	60000	Grim Phantom Watch	Forbidden Time
100	3200	56000	Typhon	The Path of Peril
100	3000	56000	Shark	The Grave of a Wrecked Ship
100	3000	56000	Shark in Warped Dimension	Warped Dimension
100	3000	56000	Green Cornian	The Forest That Disappeared
100	3600	70000	Nightshadow	The Wrath of Night
100	3200	68000	Dreamy Ghost	Encounter with the Buddha
100	1000	56000	Green Cornian 2 in Cave	Room of Maze
100	1000	56000	Green Cornian1 in Cave	Room of Maze
100	1	1000000	Mirror Ghost	Pumpkin Vault
101	3050	57000	Blue Wyvern	Blue Wyvern's Nest
101	3100	59000	Chief Memory Guardian	Memory Lane5
101	1000	57000	Blue Wyvern 1 in Cave	3rd Room of Maze
101	1000	57000	Blue Wyvern 2 in Cave	3rd Room of Maze
102	3100	58500	Cold Shark	The Grave of a Wrecked Ship
103	3150	60000	Dark Wyvern	Canyon : West Road
103	1050	60000	Dark Wyvern 1 in Cave	4th Room of Maze
103	1050	60000	Dark Wyvern 2 in Cave	4th Room of Maze
105	3800	68000	Jr. Newtie	Newt Secured Zone
105	3700	67000	Dark Cornian	The Hidden Dragon Tomb II
105	1250	68000	Jr. Newtie in Cave	Cave of Darkness
105	1200	67000	Dark Cornian 2 in Cave	1st Room of Maze
105	1200	67000	Dark Cornian 1 in Cave	1st Room of Maze
106	3350	71000	Qualm Monk	Road of Regrets1
108	4100	70000	Thanatos	Forgotten Passage
108	4300	78000	Gatekeeper	Warped Passage
109	3600	79000	Qualm Monk Trainee	Road of Regrets2
110	4500	80000	Skelegon	Nest of a Dead Dragon
110	4450	80000	Nest Golem	Dangerous Dragon Nest
110	1500	80000	Skelegon 1 in Cave	5th Room of Maze
110	1500	80000	Skelegon 2 in Cave	Cave of Light
113	4750	85000	Skelosaurus	The Dragon Nest Left Behind
113	4500	90000	Qualm Guardian	Road of Regrets3
113	1500	85000	T-Skelegon in Cave	Cave of Light
116	4960	99000	Chief Qualm Guardian	Road of Regrets4
120	6100	120000	Crimson Guardian	Crimsonwood Keep
121	5750	115000	Oblivion Monk	Road to Oblivion1
124	6150	123000	Oblivion Monk Trainee	Road to Oblivion2
128	6670	133000	Oblivion Guardian	Road to Oblivion3
131	7060	141000	Chief Oblivion Guardian	Road to Oblivion5
140	6000	140000	Mummy Guard Dog	Treasure Dungeon
140	5000	120000	Skel Guard Dog	Treasure Dungeon
140	70	160000	Angry Guard Dog	Treasure Dungeon
200	1	99999	King Block Golem from Another Dimension	Tower's Maze
